기간,품목코드,품목명,반입_금액(1000달러),반입_금액_증가율(퍼센트),반입_중량(kg),반입_중량_증가율(퍼센트),반출_금액(1000달러),반출_금액_증가율(퍼센트),반출_중량(kg),반축_중량_증가율(퍼센트),반출입_금액(1000달러),반출입_금액_증가율(퍼센트),반출입_중량(kg),반출입_중량_증가율(퍼센트)
1994,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,4.084,,3380,,2000.205,6395.648,10586,,2004.289,6408.911,13966,
1994,52,제52류 면,,,,,1926.446,99.641,41469,180200,1926.446,99.641,41469,180200
1994,54,제54류 인조필라멘트,,,,,637.061,151.207,891,118.918,637.061,151.207,891,118.918
1994,55,제55류 인조스테이플섬유,250.595,4055.804,99642,,4441.318,24.86,713792,-77.151,4691.913,31.682,813434,-73.961
1994,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,,,,,494.65,13.899,1882598,42396.568,494.65,13.899,1882598,42396.568
1994,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",17.55,,0,,2101.319,191.926,2264,-92.337,2118.869,194.364,2264,-92.337
1994,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,20.434,,0,,29.366,-1.913,2424,3940,49.8,66.338,2424,3940
1994,60,제60류 메리야스 편물과 뜨게질 편물,,,,,430.464,1058.344,959,,430.464,1058.344,959,
1994,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),1216.172,-11.647,0,,0.018,,0,,1216.19,-11.646,0,
1994,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),14292.208,162.409,0,,308.269,627.426,0,-100,14600.477,165.999,0,-100
1994,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",2712.461,64.035,0,,,,,,2712.461,63.994,0,-100
1994,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,315.089,125.556,0,,96.686,1096.608,0,,411.775,178.651,0,
1994,65,제65류 모자류와 그 부분품,8.906,,0,,,,,,8.906,,0,
1994,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",34.185,115.23,16946,359.241,,,,,34.185,115.23,16946,359.241
1994,70,제70류 유리와 유리제품,12.899,,1312,,1.498,,0,,14.397,,1312,
1994,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",73270.922,-15.541,37564,-43.186,,,,,73270.922,-15.541,37564,-43.186
1994,72,제72류 철강,18044.675,26.667,77214000,38.783,242.714,606.323,471000,2255,18287.389,28.062,77685000,39.58
1994,73,제73류 철강의 제품,,,,,0.771,77000,80,7900,0.771,-99.456,80,-99.977
1994,76,제76류 알루미늄과 그 제품,957.033,,617000,,5.056,-97.757,670,-99.33,962.089,326.684,617670,517.67
1994,78,제78류 연(鉛)과 그 제품,738.234,115.814,1150000,24.33,,,,,738.234,115.814,1150000,24.33
1994,79,제79류 아연과 그 제품,43328.911,-17.907,44322476,-19.961,,,,,43328.911,-17.907,44322476,-19.961
1994,83,제83류 비금속제의 각종 제품,,,,,30.652,,0,,30.652,,0,
1994,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,,,,,29.091,,203,,29.091,,203,
1994,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",,,,,10.559,-97.717,0,,10.559,-98.055,0,
1994,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,,,,,164.537,35.987,0,,164.537,35.987,0,
1994,91,제91류 시계와 그 부분품,,,,,11.638,,0,,11.638,,0,
1994,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",7.269,,0,,20.034,,1920,,27.303,,1920,
1994,96,제96류 잡 품,,,,,256.024,361.088,0,,256.024,361.088,0,
1995,1,제1류 산 동물,87.806,-84.707,26250,-80.848,,,,,87.806,-84.707,26250,-80.848
1995,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,2658.453,-1.669,1215519,-61.15,154.293,59.655,36080,-63.966,2812.746,0.447,1251599,-61.237
1995,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,196.43,,1511,,,,,,196.43,,1511,
1995,5,제5류 다른 류에 분류되지 아니한 동물성 생산품,4536.537,461.857,80705,-38.71,800.987,745.243,58057,1023.393,5337.524,491.623,138762,1.399
1995,7,제7류 식용의 채소·뿌리 및 괴경,2328.544,141.714,1546630,451.198,,,,,2328.544,141.714,1546630,451.198
1995,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,5178.724,-19.614,3361970,6.283,205.5,1017.819,150000,1400,5384.224,-16.662,3511970,10.676
1995,10,제10류 곡물,144.053,,495400,,0,,150100480,,144.053,,150595880,
1995,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",144.147,,251707,,453.931,,2100000,,598.078,,2351707,
1995,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",4811.991,133.467,4308138,89.269,6.453,,3510,,4818.444,133.78,4311648,89.423
1995,14,제14류 식물성 편조물용 재료와 다른 류에 분류되지 아니한 식물성 생산품,18.045,,106787,,,,,,18.045,,106787,
1995,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",,,,,16.519,-84.412,13300,-93.666,16.519,-84.412,13300,-93.666
1995,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,234.29,1083.163,95821,807.052,,,,,234.29,1083.163,95821,807.052
1995,17,제17류 당류와 설탕과자,,,,,7321.909,268.167,16124000,203.367,7321.909,268.167,16124000,203.367
1995,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,352.716,202.747,501539,147.611,100.334,,51166,,453.05,288.867,552705,172.872
1995,21,제21류 각종의 조제식료품,0.058,,49,,,,,,0.058,,49,
1995,22,제22류 음료·알콜 및 식초,1128.134,-33.28,0,,,,,,1128.134,-33.28,0,
1995,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,342.278,129.925,766567,147.279,27.386,,200000,,369.664,148.321,966567,211.795
1995,24,제24류 담배와 제조한 담배대용물,,,,,11.308,,0,,11.308,,0,
1995,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",1448.801,-6.076,117999649,1230.466,,,,,1448.801,-6.076,117999649,1230.466
1995,26,제26류 광·슬랙 및 회,338.703,,15169000,,1447.943,,2782000,,1786.646,,17951000,
1995,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",1212.164,20.177,27231000,22.079,10815.859,,120636000,,12028.023,1092.493,147867000,562.902
1995,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,56.099,-29.736,140480,-30.798,,,,,56.099,-29.736,140480,-30.798
1995,29,제29류 유기화학품,,,,,563.966,-42.925,1230319,-59.524,563.966,-42.925,1230319,-59.524
1995,30,제30류 의료용품,,,,,2.5,,0,,2.5,,0,
1995,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",,,,,1.367,173.4,0,-100,1.367,173.4,0,-100
1995,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,,,,,8.055,,0,,8.055,,0,
1995,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,,,,,21.279,-87.861,10801,-97.839,21.279,-87.861,10801,-97.839
1995,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",,,,,1.516,1818.987,1180,594.117,1.516,1818.987,1180,594.117
1995,39,제39류 플라스틱과 그 제품,2.815,-99.678,0,-100,1711.128,336.669,329866,-39.509,1713.943,35.339,329866,-83.708
1995,40,제40류 고무와 그 제품,,,,,203.525,-80.145,61629,-91.856,203.525,-80.145,61629,-91.856
1995,41,제41류 원피(모피를 제외한다)와 가죽,,,,,126.578,5441.943,0,,126.578,5441.943,0,
1995,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,36.14,1931.478,0,,1.82,-94.937,0,,37.96,0.617,0,
1995,43,제43류 모피와 인조모피 및 이들의 제품,,,,,2.417,,0,,2.417,,0,
1995,44,제44류 목재와 그 제품 및 목탄,130.48,-33.072,255500,-91.078,55.229,,0,,185.709,-4.743,255500,-91.078
1995,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,1966.45,12.032,0,-100,,,,,1966.45,12.032,0,-100
1995,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",,,,,507.475,554.198,224967,976.088,507.475,554.198,224967,976.088
1995,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",,,,,20.812,131.759,175,,20.812,0.95,175,
1995,50,제50류 견,,,,,0.35,,37,,0.35,-99.494,37,-99.087
1995,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,,,,,3205.249,60.246,49357,366.247,3205.249,59.919,49357,253.408
1995,52,제52류 면,,,,,4256.169,120.933,40,-99.903,4256.169,120.933,40,-99.903
1995,53,제53류 기타 식물성 방직용 섬유와 지사 및 지사의 직물,,,,,257.018,,22886,,257.018,,22886,
1995,54,제54류 인조필라멘트,,,,,6056.859,850.75,13883,1458.136,6056.859,850.75,13883,1458.136
1995,55,제55류 인조스테이플섬유,2137.813,753.094,1166973,1071.165,15040.09,238.64,2919402,308.998,17177.903,266.117,4086375,402.36
1995,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,,,,,770.716,55.81,509,-99.972,770.716,55.81,509,-99.972
1995,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",8.861,-49.509,0,,2097.573,-0.178,67359,2875.22,2106.434,-0.586,67359,2875.22
1995,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,,,,,914.818,3015.228,20,-99.174,914.818,1736.983,20,-99.174
1995,60,제60류 메리야스 편물과 뜨게질 편물,,,,,1309.431,204.19,14785,1441.71,1309.431,204.19,14785,1441.71
1995,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),1707.489,40.398,0,,14.642,81244.444,0,,1722.131,41.6,0,
1995,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),21903.988,53.258,0,,1130.896,266.853,0,,23034.884,57.768,0,
1995,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",2935.628,8.227,0,,280.394,,0,,3216.022,18.564,0,
1995,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,630.106,99.977,0,,473.249,389.47,0,,1103.355,167.95,0,
1995,65,제65류 모자류와 그 부분품,105.079,1079.867,1800,,38.72,,1600,,143.799,1514.63,3400,
1995,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,0.85,,2160,,17.392,,22092,,18.242,,24252,
1995,69,제69류 도자제품,,,,,10.475,,0,,10.475,,0,
1995,70,제70류 유리와 유리제품,9.033,-29.971,780,-40.548,31.905,2029.839,0,,40.938,184.35,780,-40.548
1995,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",83981.174,14.617,1443272,3742.168,19.022,,0,,84000.196,14.643,1443272,3742.168
1995,72,제72류 철강,27619.358,53.06,120315600,55.82,,,,,27619.358,51.029,120315600,54.876
1995,73,제73류 철강의 제품,0.017,,840,,147.336,19009.727,74645,93206.25,147.353,19011.932,75485,94256.25
1995,74,제74류 동과 그 제품,3684.687,,1249000,,1.871,,0,,3686.558,,1249000,
1995,76,제76류 알루미늄과 그 제품,292.52,-69.434,180000,-70.826,27.989,453.579,15000,2138.805,320.509,-66.686,195000,-68.429
1995,78,제78류 연(鉛)과 그 제품,50.291,-93.187,93000,-91.913,,,,,50.291,-93.187,93000,-91.913
1995,79,제79류 아연과 그 제품,49982.342,15.355,47788509,7.82,13.723,,24080,,49996.065,15.387,47812589,7.874
1995,80,제80류 주석과 그 제품,,,,,2.74,,0,,2.74,,0,
1995,83,제83류 비금속제의 각종 제품,,,,,36.934,20.494,3126,,36.934,20.494,3126,
1995,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,6.57,,0,,1427.876,4808.308,713,251.231,1434.446,4830.892,713,251.231
1995,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",5.5,,0,,249.635,2264.191,0,,255.135,2316.279,0,
1995,86,"제86류 철도 또는 궤도용의 기관차·차량과 이들의 부분품, 철도 또는 궤도용의 장비품과 그 부분품 및 기계식(전기기계식을 포함한다)의 각종 교통신호용 기기",,,,,2.022,,0,,2.022,,0,
1995,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,2.761,,0,,129.967,,130,,132.728,,130,
1995,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,,,,,14.78,-91.017,0,,14.78,-91.017,0,
1995,91,제91류 시계와 그 부분품,,,,,11.259,-3.256,0,,11.259,-3.256,0,
1995,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",,,,,2.419,-87.925,0,-100,2.419,-91.14,0,-100
1995,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,0.279,,0,,0.266,,186,,0.545,,186,
1995,96,제96류 잡 품,13.847,,0,,1851.749,623.271,1209,,1865.596,628.68,1209,
1995,97,제 97류 예술품·수집품과 골동품,423.02,,0,,,,,,423.02,,0,
1996,2,제2류 육과 식용설육,58.454,,13184,,,,,,58.454,,13184,
1996,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,8900.458,234.798,3524641,189.97,594.377,285.226,377431,946.094,9494.835,237.564,3902072,211.766
1996,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,1960.484,898.057,17871,1082.726,1414.681,,278000,,3375.165,1618.253,295871,19481.138
1996,5,제5류 다른 류에 분류되지 아니한 동물성 생산품,845.013,-81.373,42147,-47.776,937.329,17.021,65051,12.046,1782.342,-66.607,107198,-22.746
1996,7,제7류 식용의 채소·뿌리 및 괴경,3231.684,38.785,3385380,118.887,5.117,,5860,,3236.801,39.005,3391240,119.266
1996,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,865.978,-83.278,355189,-89.435,3.309,-98.389,1000,-99.333,869.287,-83.854,356189,-89.857
1996,9,제9류 커피·차·마태 및 향신료,4.738,,2061,,,,,,4.738,,2061,
1996,10,제10류 곡물,433.548,200.964,1000000,101.857,29.782,,120000,-99.92,463.33,221.638,1120000,-99.256
1996,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",27.881,-80.657,48990,-80.536,809.161,78.256,2134765,1.655,837.042,39.955,2183755,-7.141
1996,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",4570.013,-5.028,2444363,-43.261,41.513,543.313,42600,1113.675,4611.526,-4.294,2486963,-42.319
1996,13,제13류 락·검·수지 및 기타의 식물성 액즙과 엑스,,,,,18.396,,2520,,18.396,,2520,
1996,14,제14류 식물성 편조물용 재료와 다른 류에 분류되지 아니한 식물성 생산품,47.263,161.917,249000,133.174,,,,,47.263,161.917,249000,133.174
1996,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",,,,,245.251,1384.66,160560,1107.218,245.251,1384.66,160560,1107.218
1996,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,847.037,261.533,153289,59.974,,,,,847.037,261.533,153289,59.974
1996,17,제17류 당류와 설탕과자,,,,,2324.618,-68.251,5721000,-64.518,2324.618,-68.251,5721000,-64.518
1996,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,564.775,60.121,663394,32.271,148.217,47.723,45601,-10.876,712.992,57.376,708995,28.277
1996,21,제21류 각종의 조제식료품,33.951,58436.206,616,1157.142,,,,,33.951,58436.206,616,1157.142
1996,22,제22류 음료·알콜 및 식초,695.272,-38.369,4320047,,7.283,,0,,702.555,-37.724,4320047,
1996,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,50.916,-85.124,68023,-91.126,,,,,50.916,-86.226,68023,-92.962
1996,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",1027.422,-29.084,11324486,-90.402,1.05,,6000,,1028.472,-29.012,11330486,-90.397
1996,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",722.919,-40.361,16500000,-39.407,12782.257,18.18,112071969,-7.099,13505.176,12.28,128571969,-13.048
1996,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,72.77,29.717,172901,23.078,,,,,72.77,29.717,172901,23.078
1996,29,제29류 유기화학품,,,,,381.027,-32.437,249982,-79.681,381.027,-32.437,249982,-79.681
1996,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",,,,,35.441,2492.611,18186,,35.441,2492.611,18186,
1996,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,17.882,,2340,,,,,,17.882,121.998,2340,
1996,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,,,,,11.463,-46.129,1400,-87.038,11.463,-46.129,1400,-87.038
1996,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",,,,,4.46,194.195,1206,2.203,4.46,194.195,1206,2.203
1996,37,제37류 사진용 또는 영화용의 재료,10.52,,0,,,,,,10.52,,0,
1996,38,제38류 각종 화학공업 생산품,,,,,2.47,,2604,,2.47,,2604,
1996,39,제39류 플라스틱과 그 제품,45.238,1507.033,23381,,2190.73,28.028,965911,192.819,2235.968,30.457,989292,199.907
1996,40,제40류 고무와 그 제품,0.47,,0,,698.939,243.416,506065,721.147,699.409,243.647,506065,721.147
1996,41,제41류 원피(모피를 제외한다)와 가죽,12.505,,0,,943.576,645.45,910,,956.081,655.329,910,
1996,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,1359.97,3663.06,23655,,62.285,3322.252,1617,,1422.255,3646.72,25272,
