기간,품목코드,품목명,반입_금액(1000달러),반입_금액_증가율(퍼센트),반입_중량(kg),반입_중량_증가율(퍼센트),반출_금액(1000달러),반출_금액_증가율(퍼센트),반출_중량(kg),반축_중량_증가율(퍼센트),반출입_금액(1000달러),반출입_금액_증가율(퍼센트),반출입_중량(kg),반출입_중량_증가율(퍼센트)
2007,7,제7류 식용의 채소·뿌리 및 괴경,48574.834,68.011,13610727.2,30.931,19576.05,641.42,13691463.7,931.423,68150.884,115.995,27302190.9,132.899
2007,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,1215.433,101.717,172000,32.623,4549.932,1474.338,10524579.3,12511.536,5765.365,546.669,10696579.3,4918.522
2007,9,제9류 커피·차·마태 및 향신료,5.4,87.826,6000,209.278,192.043,149.086,370060,1578.352,197.443,146.883,376060,1467.635
2007,10,제10류 곡물,92.719,88.143,118000,58.176,75252.834,-59.909,167230444.6,66.713,75345.553,-59.871,167348444.6,66.707
2007,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",8.557,91.132,10000,545.161,2212.329,-26.76,2993018.4,-53.63,2220.886,-26.585,3003018.4,-53.486
2007,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",8482.159,61.528,3762466,14.371,483.887,-39.147,178394,-20.752,8966.046,48.287,3940860,12.121
2007,13,제13류 락·검·수지 및 기타의 식물성 액즙과 엑스,43.192,-95.099,1710,-93.259,40.943,-31.821,448,-85.214,84.135,-91.063,2158,-92.401
2007,14,제14류 식물성 편조물용 재료와 다른 류에 분류되지 아니한 식물성 생산품,0.534,-77.159,1000,100,,,,,0.534,-93.667,1000,-9.09
2007,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",41.622,-4.963,36102,-13.31,1323.524,0.571,1064345,-29.968,1365.146,0.392,1100447,-29.524
2007,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,19957.342,33.827,5662815,33.494,676.665,-19.765,249050.2,133.536,20634.007,30.958,5911865.2,35.948
2007,17,제17류 당류와 설탕과자,,,,,728.988,121.35,88148.5,2.81,728.988,121.35,88148.5,2.81
2007,18,제18류 코코아와 그 조제품,,,,,414.383,172.258,406236.3,584.187,414.383,172.258,406236.3,584.187
2007,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,208.348,-31.692,266466,-35.862,7574.527,282.73,5436192,833.931,7782.875,240.743,5702658,471.675
2007,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,811.254,5.709,863607,5.714,5128.319,19.108,2218332.7,44.366,5939.573,17.081,3081939.7,30.95
2007,21,제21류 각종의 조제식료품,144.341,-53.826,140177,-19.177,4984.633,591.14,4550696,3869.345,5128.974,396.114,4690873,1528.3
2007,22,제22류 음료·알콜 및 식초,624.728,40.463,3019736.8,124.849,2125.968,75.675,330056.2,153.655,2750.696,66.212,3349793,127.394
2007,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,305.935,-5.205,574690,0.01,2049.533,481.014,1254960,42.371,2355.468,248.706,1829650,25.654
2007,24,제24류 담배와 제조한 담배대용물,61.844,3.813,6152,0.769,1597.009,64.785,88349.3,77.458,1658.853,61.254,94501.3,69.081
2007,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",106272.014,90.861,23721610225,61.596,31596.157,62.04,224886336,64.654,137868.171,83.386,23946496561,61.624
2007,26,제26류 광·슬랙 및 회,,,,,34.034,,2000,,34.034,,2000,
2007,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",14490.455,2231.473,236030093,2172.063,75896.541,137.217,129200757.2,22.995,90386.996,177.125,365230850.2,216.4
2007,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,86.801,151.553,94727,222.551,498.006,26.173,685205,61.632,584.807,36.253,779932,72.057
2007,29,제29류 유기화학품,0.123,-81.831,10,-85.915,2035.081,748.731,333840,699.291,2035.204,746.393,333850,697.958
2007,30,제30류 의료용품,,,,,21101.717,61.124,2312966,538.267,21101.717,61.124,2312966,538.267
2007,31,제31류 비료,0.798,,600,,87064.14,-32.322,305657003,-14.859,87064.938,-32.321,305657603,-14.859
2007,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",62.245,177.297,14206,644.549,7650.861,64.23,2314639.9,74.532,7713.106,64.773,2328845.9,75.351
2007,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,35.735,-61.654,4576,-86.167,2420.292,6.97,149070.1,-27.631,2456.027,4.255,153646.1,-35.731
2007,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,15.168,9500,555,1010,8145.632,716.355,6645981.2,2105.761,8160.8,717.745,6646536.2,2105.579
2007,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",,,,,2280.86,357.581,835680,404.464,2280.86,302.704,835680,402.97
2007,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,,,,,387.878,-61.449,131642,-62.14,387.878,-61.449,131642,-62.14
2007,37,제37류 사진용 또는 영화용의 재료,,,,,593.343,669.097,33061,123.49,593.343,669.097,33061,123.49
2007,38,제38류 각종 화학공업 생산품,75.495,-67.736,3095,-74.711,9178.261,505.009,4358326.2,475.282,9253.756,428.473,4361421.2,466.538
2007,39,제39류 플라스틱과 그 제품,4751.618,-2.503,1771207.9,-17.283,25557.393,63.592,16803484.6,29.95,30309.011,47.876,18574692.5,23.24
2007,40,제40류 고무와 그 제품,352.995,1911.596,173657,739.612,11507.412,1600.245,5111336.1,3563.304,11860.407,1608.113,5284993.1,3198.77
2007,41,제41류 원피(모피를 제외한다)와 가죽,151.498,,5922,,1107.464,494.672,54534.5,692.422,1258.962,576.021,60456.5,778.472
2007,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,904.348,106.933,1608388,153.962,3949.297,92.965,1633225.2,128.329,4853.645,95.423,3241613.2,140.367
2007,43,제43류 모피와 인조모피 및 이들의 제품,102.497,,2574,,848.084,640.148,9151,19.981,950.581,729.6,11725,53.73
2007,44,제44류 목재와 그 제품 및 목탄,308.044,165.912,28792,-68.319,3047.38,-18.531,1555178.5,-32.612,3355.424,-12.991,1583970.5,-33.965
2007,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,1793.94,41.616,6063619,79.645,9.886,-71.375,15155,134.888,1803.826,38.617,6078774,79.75
2007,47,"제47류 목재 또는 기타 섬유질 셀룰로스재료의 펄프, 회수한 지 또는 판지(웨이스트와 스크랩)",0.064,,1000,,19.652,,925,,19.716,,1925,
2007,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",2199.673,1725.909,532540.5,932.095,8927.695,94.108,3396680.6,88.172,11127.368,135.759,3929221.1,111.625
2007,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",37.717,-65.817,1084.3,-75.699,360.795,-89.987,196633,184.311,398.512,-89.269,197717.3,168.553
2007,50,제50류 견,83.313,-24.312,4900,-59.282,358.676,127.3,9380.6,-58.393,441.989,64.999,14280.6,-58.702
2007,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,195.522,1532.615,3031,1212.121,15196.398,100.268,433886.5,17.888,15391.92,102.525,436917.5,18.637
2007,52,제52류 면,400.195,356.88,47877.3,712.719,39775.317,150.789,3835084.2,214.885,40175.512,151.921,3882961.5,217.281
2007,53,제53류 기타 식물성 방직용 섬유와 지사 및 지사의 직물,1.806,-27.99,63,-31.521,162.146,-64.32,107762.8,48.272,163.952,-64.121,107825.8,48.171
2007,54,제54류 인조필라멘트,54.681,198.184,3209.1,194.954,17375.767,60.946,2283810.6,59.431,17430.448,61.179,2287019.7,59.534
2007,55,제55류 인조스테이플섬유,436.546,711.348,20309.2,410.153,72108.158,159.972,17114383.4,482.864,72544.704,161.04,17134692.6,482.766
2007,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,79.315,1396.509,24019,13097.252,7073.154,277.097,1305907,249.639,7152.469,280.251,1329926,255.896
2007,57,제57류 양탄자류와 기타 방직용 섬유제의 바닥깔개,1.238,,276,,856.645,91913.426,57123,60029.473,857.883,92046.401,57399,60320
2007,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",10.405,-74.543,402,-91.947,1656.969,221.36,201316.6,193.028,1667.374,199.626,201718.6,173.724
2007,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,7.197,261.658,1021,228.295,4076.215,539.48,587688.5,927.912,4083.412,538.615,588709.5,924.127
2007,60,제60류 메리야스 편물과 뜨게질 편물,,,,,1945.987,33.894,253348.8,13.912,1945.987,33.894,253348.8,13.912
2007,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),23271.876,89.639,2529579.8,119.096,13143.976,25.554,947775.5,183.708,36415.852,60.137,3477355.3,133.596
2007,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),164949.469,24.923,11202574.8,19.61,35586.688,51.692,2194716.6,21.747,200536.157,28.962,13397291.4,19.955
2007,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",339.323,132.976,81157.6,55.605,2000.215,-25.903,1164965.3,368.44,2339.538,-17.769,1246122.9,314.206
2007,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,13950.064,32.57,1166766.1,33.293,18003.006,122.669,2312607.4,90.405,31953.07,71.718,3479373.5,66.484
2007,65,제65류 모자류와 그 부분품,4.862,-47.272,99,-76.869,77.84,253.609,2727.2,-41.501,82.702,164.781,2826.2,-44.475
2007,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,4.61,,244,,21.001,-26.428,1292,4.955,25.611,-10.278,1536,24.776
2007,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",38.8,,500,,147.036,-27.788,12832,-3.402,185.836,-8.733,13332,0.361
2007,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,57.841,262.753,477347,570.384,9457.163,171.69,19669737.3,60.336,9515.004,172.105,20147084.3,63.279
2007,69,제69류 도자제품,0.69,-95.956,81,-96.019,1337.123,197.967,2037487.8,172.253,1337.813,187.2,2037568.8,171.526
2007,70,제70류 유리와 유리제품,1335.42,321.411,6977232.7,1335.175,2250.718,-8.201,921835,144.376,3586.138,29.524,7899067.7,814.902
2007,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",364.47,-89.378,215.9,6.354,4204.114,105.95,9421.3,14.336,4568.584,-16.52,9637.2,14.144
2007,72,제72류 철강,21648.904,3675.539,55167536,2026.652,14643.322,16.002,18690125.5,-18.295,36292.226,175.011,73857661.5,189.985
2007,73,제73류 철강의 제품,18406.699,-31.101,4495190.6,194.525,71825.651,-5.665,37988452.9,-45.853,90232.35,-12.272,42483643.5,-40.735
2007,74,제74류 동과 그 제품,111.042,92.667,36987.6,135.14,5230.329,133.391,1789906.4,118.657,5341.371,132.37,1826894,118.968
2007,75,제75류 니켈과 그 제품,3061.701,,95016,,,,,,3061.701,,95016,
2007,76,제76류 알루미늄과 그 제품,13037.982,1872.248,5608069,2208.464,5423.712,14.295,1117627.8,-58.709,18461.694,241.478,6725696.8,128.014
2007,78,제78류 연(鉛)과 그 제품,121.985,,39350,,5.237,99.352,240,-42.72,127.222,4742.862,39590,9348.687
2007,79,제79류 아연과 그 제품,109189.188,33.999,32921544,22.791,978.931,179.968,384421,102.652,110168.119,34.622,33305965,23.352
2007,80,제80류 주석과 그 제품,,,,,0.296,,18,,0.296,,18,
2007,81,"제81류 기타 비금속, 서메트, 이들의 제품",,,,,90.025,1448.151,21580,4216,90.025,1448.151,21580,4216
2007,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,12918.167,605.189,323317.1,156.379,16370.304,61.331,1392110.8,-23.687,29288.471,144.501,1715427.9,-12.043
2007,83,제83류 비금속제의 각종 제품,401.251,-36.87,119150,2847.798,1693.72,101.462,312348.1,297.46,2094.971,41.905,431498.1,422.217
2007,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,17116.884,-0.16,3816759.1,20.958,73585.119,14.249,12763124.5,23.193,90702.003,11.22,16579883.6,22.671
2007,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",28091.571,39.536,4268889.5,42.666,83590.86,68.165,6598777,20.355,111682.431,59.912,10867666.5,28.233
2007,86,"제86류 철도 또는 궤도용의 기관차·차량과 이들의 부분품, 철도 또는 궤도용의 장비품과 그 부분품 및 기계식(전기기계식을 포함한다)의 각종 교통신호용 기기",112.38,109006.796,2400,242.857,154.223,-73.539,66539,-68.608,266.603,-54.266,68939,-67.583
2007,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,1806.057,30.349,303102,-35.529,30438.944,169.362,6617052.8,108.885,32245.001,154.179,6920154.8,90.222
2007,88,제88류 항공기와 우주선 및 이들의 부분품,7.778,,3492,,3.474,,350,,11.252,,3842,
2007,89,제89류 선박과 수상 구조물,90,-34.98,13000,-52.898,1028.36,-72.21,861790,-59.679,1118.36,-70.867,874790,-59.592
2007,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,11021.42,431.486,27083.5,614.792,17332.083,112.553,199355.9,25.314,28353.503,177.216,226439.4,39.028
2007,91,제91류 시계와 그 부분품,2951.295,20.397,28967.9,4.861,10024.869,9.52,10294,-10.758,12976.164,11.817,39261.9,0.26
2007,92,제92류 악기 및 그 부분품과 부속품,20.313,,4380,,69.622,786.565,10127,773.77,89.935,1045.231,14507,1151.682
2007,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",1758.902,847.352,986063.4,757.386,9897.741,44.229,4042704.3,204.551,11656.643,65.385,5028767.7,248.63
2007,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,34.454,4718.741,10299,5049.5,221.828,-0.041,14034.4,136.987,256.282,15.112,24333.4,297.474
2007,96,제96류 잡 품,1457.801,-47.557,491697.4,-51.561,4504.102,40.202,704594.4,340.536,5961.903,-0.508,1196291.8,1.808
2007,97,제 97류 예술품·수집품과 골동품,898.455,7.052,5914,37.343,350.422,765.666,2025,1006.557,1248.877,41.959,7939,76.854
2008,1,제1류 산 동물,2836.153,4.087,202770,-0.202,,,,,2836.153,-5.874,202770,-21.905
2008,2,제2류 육과 식용설육,,,,,156.836,74.837,95159.1,177.103,156.836,74.837,95159.1,177.103
2008,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,111579.717,11.107,57375049.5,12.054,1345.501,66.083,425050.5,15.998,112925.218,11.547,57800100,12.082
2008,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,,,,,1005.879,215.861,389025.9,62.176,1005.879,215.861,389025.9,62.176
2008,5,제5류 다른 류에 분류되지 아니한 동물성 생산품,108.328,117.299,31468,-40.751,173.01,262.309,16969,49.178,281.338,188.244,48437,-24.888
2008,6,"제6류 산 수목과 기타의 식물, 인경·뿌리 와 이와 유사한 물품 및 절화와 장식용의 잎",,,,,1205.354,-66.413,698928,-87.432,1205.354,-67.102,698928,-87.541
2008,7,제7류 식용의 채소·뿌리 및 괴경,57892.048,19.181,14478071.5,6.372,18634.007,-4.812,11416499.5,-16.615,76526.055,12.289,25894571,-5.155
2008,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,1117.516,-8.056,222168,29.167,4230.033,-7.03,10070791,-4.311,5347.549,-7.246,10292959,-3.773
2008,9,제9류 커피·차·마태 및 향신료,3.192,-40.888,2751,-54.15,151.432,-21.146,22909,-93.809,154.624,-21.686,25660,-93.176
2008,10,제10류 곡물,97.386,5.033,129800,10,1162.571,-98.455,483116,-99.711,1259.957,-98.327,612916,-99.633
2008,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",,,,,4477.542,102.39,6077856.7,103.067,4477.542,101.61,6077856.7,102.391
2008,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",9591.32,13.076,5174886,37.539,3591.028,642.121,4901119,2647.356,13182.348,47.025,10076005,155.68
2008,13,제13류 락·검·수지 및 기타의 식물성 액즙과 엑스,210.143,386.532,19740,1054.385,73.107,78.557,5100,1038.392,283.25,236.661,24840,1051.065
2008,14,제14류 식물성 편조물용 재료와 다른 류에 분류되지 아니한 식물성 생산품,2.016,277.528,2255,125.5,,,,,2.016,277.528,2255,125.5
2008,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",233.904,461.972,63954,77.148,11829.477,793.786,7252125,581.369,12063.381,783.669,7316079,564.827
2008,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,21593.881,8.2,5247901.8,-7.326,2035.333,200.788,619169.1,148.612,23629.214,14.515,5867070.9,-0.757
2008,17,제17류 당류와 설탕과자,,,,,262.18,-64.035,77998.9,-11.514,262.18,-64.035,77998.9,-11.514
2008,18,제18류 코코아와 그 조제품,,,,,322.082,-22.274,49751,-87.753,322.082,-22.274,49751,-87.753
2008,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,100.872,-51.584,137005.6,-48.584,6109.477,-19.341,1936004.6,-64.386,6210.349,-20.204,2073010.2,-63.648
2008,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,1154.246,42.279,1106521.6,28.127,2656.683,-48.195,986774.5,-55.517,3810.929,-35.838,2093296.1,-32.078
2008,21,제21류 각종의 조제식료품,182.104,26.162,174180.9,24.257,2388.64,-52.079,771400.7,-83.048,2570.744,-49.878,945581.6,-79.842
2008,22,제22류 음료·알콜 및 식초,811.498,29.896,3710504,22.875,1127,-46.988,288376.8,-12.627,1938.498,-29.526,3998880.8,19.376
2008,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,142.883,-53.296,260100,-54.74,7594.175,270.531,7613054,506.637,7737.058,228.472,7873154,330.309
2008,24,제24류 담배와 제조한 담배대용물,109.251,76.655,7980,29.713,1632.315,2.21,68375,-22.608,1741.566,4.986,76355,-19.202
2008,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",74723.636,-29.686,15001235487,-36.761,10847.15,-65.669,144533358,-35.73,85570.786,-37.932,15145768845,-36.751
2008,26,제26류 광·슬랙 및 회,,,,,46.38,36.275,351198,17459.9,46.38,36.275,351198,17459.9
2008,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",25142.084,73.507,251278878,6.46,39580.397,-47.849,41293001.8,-68.039,64722.481,-28.394,292571879.8,-19.893
2008,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,0.215,-99.752,135,-99.857,371.363,-25.43,549809,-19.759,371.578,-36.461,549944,-29.488
2008,29,제29류 유기화학품,,,,,228.169,-88.788,79449,-76.201,228.169,-88.788,79449,-76.202
2008,30,제30류 의료용품,6.052,,261,,14294.022,-32.261,399847.8,-82.712,14300.074,-32.232,400108.8,-82.701
2008,31,제31류 비료,,,,,2122.557,-97.562,4174036,-98.634,2122.557,-97.562,4174036,-98.634
2008,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",60.844,-2.25,3448,-75.728,4944.349,-35.375,2054970.2,-11.218,5005.193,-35.107,2058418.2,-11.612
2008,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,7.069,-80.218,855,-81.315,2032.553,-16.02,136641.9,-8.337,2039.622,-16.954,137496.9,-10.51
2008,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,51.952,242.51,7528,1256.396,2946.982,-63.821,1953653.2,-70.603,2998.934,-63.251,1961181.2,-70.493
2008,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",4.226,,1800,,476.207,-79.121,69095.3,-91.731,480.433,-78.936,70895.3,-91.516
2008,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,,,,,331.761,-14.467,114392,-13.103,331.761,-14.467,114392,-13.103
2008,37,제37류 사진용 또는 영화용의 재료,,,,,143.206,-75.864,14952,-54.774,143.206,-75.864,14952,-54.774
2008,38,제38류 각종 화학공업 생산품,8.795,-88.35,5782,86.817,2025.95,-77.926,4087490.5,-6.214,2034.745,-78.011,4093272.5,-6.148
2008,39,제39류 플라스틱과 그 제품,9056.477,90.597,2482361.1,40.15,22421.655,-12.269,13202636.6,-21.429,31478.132,3.857,15684997.7,-15.557
2008,40,제40류 고무와 그 제품,702.115,98.902,110055,-36.625,10576.437,-8.09,4608638.8,-9.834,11278.552,-4.905,4718693.8,-10.715
2008,41,제41류 원피(모피를 제외한다)와 가죽,59.405,-60.788,1983,-66.514,3183.087,187.421,316296.7,479.993,3242.492,157.552,318279.7,426.46
2008,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,10692.787,1082.375,2578254.3,60.3,3548.241,-10.155,2380307,45.742,14241.028,193.408,4958561.3,52.965
2008,43,제43류 모피와 인조모피 및 이들의 제품,4682.091,4468.027,16095.4,525.306,5192.431,512.254,25996.9,184.088,9874.522,938.788,42092.3,258.996
2008,44,제44류 목재와 그 제품 및 목탄,144.683,-53.031,64590,124.333,5670.329,86.072,5804836.8,273.258,5815.012,73.301,5869426.8,270.551
2008,45,제45류 코르크와 그 제품,,,,,0.988,,25675,,0.988,,25675,
2008,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,1562.817,-12.883,4653560,-23.254,0.094,-99.049,3,-99.98,1562.911,-13.355,4653563,-23.445
2008,47,"제47류 목재 또는 기타 섬유질 셀룰로스재료의 펄프, 회수한 지 또는 판지(웨이스트와 스크랩)",53.307,83192.187,753100,75210,,,,,53.307,170.374,753100,39022.077
2008,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",1006.951,-54.222,518554.7,-2.626,10991.171,23.113,3313224.8,-2.456,11998.122,7.825,3831779.5,-2.479
2008,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",169.638,349.765,6893.5,535.755,598.417,65.86,142937.5,-27.307,768.055,92.73,149831,-24.219
2008,50,제50류 견,497.327,496.938,18336.3,274.21,965.302,169.129,44342.3,372.702,1462.629,230.919,62678.6,338.907
2008,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,136.898,-29.983,4991,64.665,14921.559,-1.808,418570.8,-3.529,15058.457,-2.166,423561.8,-3.056
2008,52,제52류 면,546.884,36.654,83267.4,73.918,40021.662,0.619,3951732.9,3.041,40568.546,0.978,4035000.3,3.915
2008,53,제53류 기타 식물성 방직용 섬유와 지사 및 지사의 직물,8.641,378.46,1235,1860.317,180.455,11.291,83505.9,-22.509,189.096,15.336,84740.9,-21.409
2008,54,제54류 인조필라멘트,61.884,13.172,2083,-35.09,19283.281,10.978,2269023.3,-0.647,19345.165,10.984,2271106.3,-0.695
2008,55,제55류 인조스테이플섬유,1227.407,181.163,101908.6,401.785,78390.698,8.712,6402303,-62.591,79618.105,9.75,6504211.6,-62.04
2008,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,650.13,719.681,258742,977.238,5845.622,-17.354,1254742.3,-3.917,6495.752,-9.181,1513484.3,13.802
2008,57,제57류 양탄자류와 기타 방직용 섬유제의 바닥깔개,4.138,234.248,331,19.927,1.731,-99.797,445,-99.22,5.869,-99.315,776,-98.648
2008,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",2230.052,21332.503,233806,58060.696,2270.803,37.045,271194.2,34.71,4500.855,169.936,505000.2,150.348
2008,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,,,,,479.741,-88.23,30802.8,-94.758,479.741,-88.251,30802.8,-94.767
2008,60,제60류 메리야스 편물과 뜨게질 편물,21.628,,2972,,3866.661,98.699,341047.8,34.615,3888.289,99.81,344019.8,35.788
2008,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),55386.106,137.995,4100084.1,62.085,10698.952,-18.601,1352886.8,42.743,66085.058,81.473,5452970.9,56.813
2008,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),250598.06,51.924,14664704.8,30.904,27953.88,-21.448,2340451.2,6.64,278551.94,38.903,17005156,26.929
2008,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",3068.236,804.222,628877.8,674.884,3480.754,74.018,318451.9,-72.664,6548.99,179.926,947329.7,-23.977
2008,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,22337.602,60.125,1535874.1,31.635,16846.164,-6.425,2196075.8,-5.038,39183.766,22.629,3731949.9,7.259
2008,65,제65류 모자류와 그 부분품,349.432,7087.001,60285,60793.939,139.273,78.922,6011.5,120.427,488.705,490.922,66296.5,2245.782
2008,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,1.856,-59.739,22,-90.983,3.894,-81.458,274,-78.792,5.75,-77.548,296,-80.729
2008,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",,,,,33.727,-77.062,4778,-62.764,33.727,-81.851,4778,-64.161
2008,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,94.938,64.136,144935,-69.637,7404.955,-21.7,26329647.7,33.858,7499.893,-21.178,26474582.7,31.406
2008,69,제69류 도자제품,14.025,1932.608,1139,1306.172,3055.971,128.548,5063703.2,148.526,3069.996,129.478,5064842.2,148.572
2008,70,제70류 유리와 유리제품,4298.833,221.908,13800066.3,97.787,6042.192,168.456,1104510,19.816,10341.025,188.361,14904576.3,88.687
2008,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",104.728,-71.265,67,-68.967,1014.177,-75.876,4003.2,-57.509,1118.905,-75.508,4070.2,-57.765
2008,72,제72류 철강,4338.474,-79.959,6434210.7,-88.336,42352.427,189.226,45021336.7,140.883,46690.901,28.652,51455547.4,-30.331
2008,73,제73류 철강의 제품,10652.282,-42.128,4360712.5,-2.991,83661.02,16.477,58656668.8,54.406,94313.302,4.522,63017381.3,48.333
2008,74,제74류 동과 그 제품,214.492,93.162,70288,90.031,12166.363,132.611,1619067,-9.544,12380.855,131.791,1689355,-7.528
